"2章 土工 ⑨ 安定処理工(自走式土質改良工)","(1)自走式土質改良機設置(撤去) 1台1回当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","ブロック工","","人","1×100/D",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","普通作業員","","人","3×100/D",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","ブロック","","個","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","敷砂利","","m³","","単価表(2) 必要に応じて計上"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","ラフテレーンクレーン","油圧伸縮ジブ型・ 排出ガス対策型(2011年規制) 25t吊","日","1×100/D","表5.1 賃料 機械賃料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","諸雑費","","式","1","表6.1"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(1) プレキャストブロック設置100m²当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","普通作業員","","人","表7.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","砂利","","m³","","表7.1(注)2"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","バックホウ (クローラ型)運転","標準型 排出ガス対策型(第3次基準値) 山積0.8m³(平積0.6m²)","h","表7.1","機械損料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(2)敷砂利10m³当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","土木一般世話役","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","ブロック工","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","普通作業員","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","ブロック","","個","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","ラフテレーンクレーン","油圧伸縮ジブ型・ 排出ガス対策型(2011年規制) 25t吊","日","表8.1(注)6","機械賃料 必要に応じて計上"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","諸雑費","","式","1","表8.1"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(3) 中詰ブロック設置100m²当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","土木一般世話役","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","法面工","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","普通作業員","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","客土","","m³","","表8.1(注)8"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","ラフテレーンクレーン","油圧伸縮ジブ型・ 排出ガス対策型(2011年規制) 25t吊","日","表8.1","機械賃料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(4)中詰客土設置100m³当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","土木一般世話役","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","法面工","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","普通作業員","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","植生土のう","","袋","1,000",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","ラフテレーンクレーン","油圧伸縮ジブ型・ 排出ガス対策型(2011年規制) 25t吊","日","表8.1","機械賃料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(5) 中詰植生土のう設置1,000袋当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","土木一般世話役","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","普通作業員","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","割石又は栗石","","m³","","表8.1(注)8"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","ラフテレーンクレーン","油圧伸縮ジブ型・ 排出ガス対策型(2011年規制) 25t吊","日","表8.1","機械賃料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(6)中詰割石又は栗石設置10m³当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","土木一般世話役","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","普通作業員","","人","表8.1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","砕石","","m³","","表8.1(注)8"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","バックホウ(クローラ型)運転","標準型。 排出ガス対策型(第3次基準値) 山積0.8m³(平積0.6m²)","h","表8.1","機械損料"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(7)中詰砕石設置10m³当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","普通作業員","","人","表8.1(注)2",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","植生土のう袋","400×600","袋","100",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","植生土","","m³","2","表8.1(注)2 必要に応じて計上"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(8) 植生土のう製作100袋当り単価表","計","","","",""
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(9)機械運転単価表","機械名","規格","適用単価表","指定事項"
"3章 共通工 法面工 ①-4 コンクリート法枠工 (プレキャスト法枠工)","(9)機械運転単価表","バックホウ(クローラ型)","標準型。 排出ガス対策型(第3次基準値) 山積0.8m³(平積0.6m²)","機-1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","土木一般世話役","","人","表5.1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","特殊作業員","","人","表5.1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","普通作業員","","人","表5.1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","コンクリート","","m³","","式5.1"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","コンクリートポンプ車運転","トラック架装・ブーム式 圧送能力90~110m³/h","h","表5.1","機械損料"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","圧送管組立・撤去費","","式","1","必要に応じて計上 表5.1"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","諸雑費","","式","1","表5.1"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(1) コンクリートポンプ車打設100m³当り単価表","計","","","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(2) アンカー設置10本当り単価表","名称","規格","単位","数量","","摘要"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(2) アンカー設置10本当り単価表","普通作業員","","人","表6.1","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(2) アンカー設置10本当り単価表","アンカー","","本","10","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(2) アンカー設置10本当り単価表","諸雑費","","式","1","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(2) アンカー設置10本当り単価表","計","","","","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(3) 吸出し防止材敷設100m²当り単価表","名称","規格","単位","数量","摘要",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(3) 吸出し防止材敷設100m²当り単価表","普通作業員","","人","表7.1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(3) 吸出し防止材敷設100m²当り単価表","吸出し防止材","","m²","","式7.1"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(3) 吸出し防止材敷設100m²当り単価表","諸雑費","","式","1",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(3) 吸出し防止材敷設100m²当り単価表","計","","","",""
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(4)機械運転単価表","機械名","規格","適用単価表","指定事項"
"3章 共通工 法面工 ①-5 コンクリート法枠工(現場打法枠工)","(4)機械運転単価表","コンクリートポンプ車","トラック架装 ブーム式 圧送能力 90~110m³/h","機-3","機械損料1→コンクリートポンプ車 (トラック架装・ブーム式 圧送能力90~110m³/h) 機械損料2 コンクリート圧送管 (径125mm) 単位→m・h 数量→L×1h"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","土木一般世話役","","人","D1","表3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","特殊作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","普通作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","充てん材材料費","","kg","","式3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","諸雑費","","式","1","表3.3"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(1) ひび割れ補修工(充てん工法) 1構造物当り単価表 補修延べ延長20m未満の場合","計","","","",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","土木一般世話役","","人","$L/10\times D2$","表3.2"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","特殊作業員","","人","$L/10\times D2$",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","普通作業員","","人","$L/10\times D2$",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","充てん材材料費","","kg","","式3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","諸雑費","","式","1","表3.3"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (充てん工法)","(2) ひび割れ補修工 (充てん工法) 1構造物当り単価表 補修延べ延長20m以上の場合","計","","","",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","土木一般世話役","","人","D1","表3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","特殊作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","普通作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","注入材","","kg","","必要数量計上(注)1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","シール材","","kg","","式3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","低圧注入器具","","個","","必要数量計上(注)1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","諸雑費","","式","1","表3.3"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(1) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m未満の場合","計","","","",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","土木一般世話役","","人","$L/10\times D2$","表3.2"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","特殊作業員","","人","$L/10\times D2$",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","普通作業員","","人","$L/10\times D2$",""
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","注入材","","kg","","必要数量計上(注)1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","シール材","","kg","","式3.1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","低圧注入器具","","個","","必要数量計上(注)1"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","諸雑費","","式","1","表3.3"
"3章 共通工 構造物補修工 ①-1 ひび割れ補修工 (低圧注入工法)","(2) ひび割れ補修工(低圧注入工法) 1構造物当り単価表 補修延べ延長25m以上の場合","計","","","",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","土木一般世話役","","人","D1","表4.1"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","特殊作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","普通作業員","","人","D1",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","断面修復材","","m³","","式4.1"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","諸雑費","","式","1","表4.10"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(1)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","計","","","",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","名称","規格","単位","数量","摘要",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","土木一般世話役","","人","$V/0.1\times D2$","表4.2"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","特殊作業員","","人","$V/0.1\times D2$",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","普通作業員","","人","$V/0.1\times D2$",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","断面修復材","","m³","","式4.1"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","諸雑費","","式","1","表4.10"
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(2)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含む) 1構造物当り単価表 修復延べ体積0.1m³以上の場合","計","","","",""
"3章 共通工 構造物補修工 ①-2 断面修復工 (左官工法)","(3)断面修復工(左官工法)(鉄筋ケレン・鉄筋防錆処理を含まない) 1構造物当り単価表 修復延べ体積0.1m³未満の場合","名称","規格","単位","数量","摘要",""
